"","point","time","KS-08-1/10_1","KS-08-1/10_2","KS-08-1/100_1","KS-08-1/100_2","KS-03-1/10_1","KS-03-1/10_2","elapsed_h","time_lbl"
"35",34,"06:36:23",0.19,-0.169,0.102,-0.324,-0.248,-0.516,16.9952777777778,"Day 0
16:59"
"36",35,"07:06:24",0.204,-0.226,0.078,-0.288,-0.059,-0.542,17.4955555555556,"Day 0
17:29"
"37",36,"07:36:21",0.394,-0.182,-0.028,-0.304,-0.309,-0.424,17.9947222222222,"Day 0
17:59"
"38",37,"08:06:22",0.04,-0.214,0.124,-0.389,-0.149,-0.634,18.495,"Day 0
18:29"
"39",38,"08:36:23",0.302,-0.192,0.142,-0.408,-0.12,-0.476,18.9952777777778,"Day 0
18:59"
"40",39,"09:06:24",0.253,-0.274,0.053,-0.337,-0.304,-0.304,19.4955555555556,"Day 0
19:29"
"41",40,"09:36:21",-0.279,-0.253,0.086,-0.333,-0.201,-0.623,19.9947222222222,"Day 0
19:59"
"42",41,"10:06:19",-0.164,-0.242,0.016,-0.409,-0.09,-0.38,20.4941666666667,"Day 0
20:29"
"43",42,"10:36:21",0.343,-0.263,0.022,-0.451,-0.395,-0.449,20.9947222222222,"Day 0
20:59"
"44",43,"11:06:18",0.385,-0.269,0.042,-0.332,-0.49,-0.64,21.4938888888889,"Day 0
21:29"
"45",44,"11:36:17",-0.568,-0.272,0.01,-0.369,-0.284,-0.333,21.9936111111111,"Day 0
21:59"
"46",45,"12:06:18",-0.358,-0.273,-0.001,-0.481,-0.284,-0.466,22.4938888888889,"Day 0
22:29"
"47",46,"12:36:19",0.447,-0.299,0.001,-0.538,-0.172,-0.485,22.9941666666667,"Day 0
22:59"
"48",47,"13:06:20",-0.4,-0.31,-0.056,-0.402,-0.075,-0.636,23.4944444444444,"Day 0
23:29"
"49",48,"13:36:23",0.523,-0.263,0.028,-0.345,-0.195,-0.734,23.9952777777778,"Day 0
23:59"
"50",49,"14:06:18",0.131,-0.289,-0.012,-0.39,-0.147,-0.548,24.4938888888889,"Day 1
00:29"
"51",50,"14:36:22",0.234,-0.362,-0.139,-0.47,-0.204,-0.541,24.995,"Day 1
00:59"
"52",51,"15:06:22",0.596,-0.364,-0.057,-0.302,-0.245,-0.327,25.495,"Day 1
01:29"
"53",52,"15:36:20",-0.041,-0.359,-0.004,-0.576,-0.316,-0.288,25.9944444444444,"Day 1
01:59"
"54",53,"16:06:21",0.085,-0.415,-0.104,-0.687,-0.466,-0.633,26.4947222222222,"Day 1
02:29"
"55",54,"16:36:17",-0.063,-0.468,-0.002,-0.582,-0.081,-0.333,26.9936111111111,"Day 1
02:59"
"56",55,"17:06:20",0.329,-0.408,-0.056,-0.571,-0.27,-0.292,27.4944444444444,"Day 1
03:29"
"57",56,"17:36:16",-0.318,-0.402,-0.052,-0.482,-0.309,-0.267,27.9933333333333,"Day 1
03:59"
"58",57,"18:06:17",0.289,-0.391,-0.109,-0.56,-0.409,-0.292,28.4936111111111,"Day 1
04:29"
"59",58,"18:36:14",0.045,-0.437,-0.091,-0.507,-0.568,-0.105,28.9927777777778,"Day 1
04:59"
"60",59,"19:06:19",0.292,-0.353,-0.119,-0.542,-0.608,-0.413,29.4941666666667,"Day 1
05:29"
"61",60,"19:36:20",0.082,-0.441,-0.099,-0.531,-0.353,-0.408,29.9944444444444,"Day 1
05:59"
"62",61,"20:06:17",-0.12,-0.52,-0.165,-0.591,-0.375,-0.546,30.4936111111111,"Day 1
06:29"
"63",62,"20:36:16",0.008,-0.465,-0.157,-0.538,-0.34,-0.185,30.9933333333333,"Day 1
06:59"
"64",63,"21:06:19",-0.238,-0.481,-0.227,-0.613,-0.433,-0.256,31.4941666666667,"Day 1
07:29"
"65",64,"21:36:14",-0.52,-0.514,-0.186,-0.596,-0.591,-0.354,31.9927777777778,"Day 1
07:59"
"66",65,"22:06:12",0.266,-0.533,-0.241,-0.589,-0.575,-0.369,32.4922222222222,"Day 1
08:29"
"67",66,"22:36:15",0.288,-0.506,-0.18,-0.655,-0.497,-0.387,32.9930555555556,"Day 1
08:59"
"68",67,"23:06:11",0.077,-0.608,-0.24,-0.627,-0.621,-0.359,33.4919444444444,"Day 1
09:29"
"69",68,"23:36:14",0.089,-0.539,-0.273,-0.722,-0.657,-0.153,33.9927777777778,"Day 1
09:59"
"70",69,"00:06:17",0.562,-0.54,-0.223,-0.62,-0.609,-0.504,34.4936111111111,"Day 1
10:29"
"71",70,"00:36:10",-0.134,-0.496,-0.257,-0.652,-0.606,-0.296,34.9916666666667,"Day 1
10:59"
"72",71,"01:06:09",-0.208,-0.721,-0.431,-0.811,-0.687,-0.742,35.4913888888889,"Day 1
11:29"
"73",72,"01:36:08",0.236,-0.72,-0.379,-0.811,-0.756,-0.452,35.9911111111111,"Day 1
11:59"
"74",73,"02:06:11",-0.255,-0.561,-0.332,-0.594,-0.527,-0.365,36.4919444444444,"Day 1
12:29"
"75",74,"02:36:13",0.197,-0.599,-0.31,-0.673,-0.6,-0.214,36.9925,"Day 1
12:59"
"76",75,"03:06:16",0.613,-0.587,-0.4,-0.725,-0.612,-0.251,37.4933333333333,"Day 1
13:29"
"77",76,"03:36:08",0.381,-0.6,-0.403,-0.657,-0.585,-0.378,37.9911111111111,"Day 1
13:59"
"78",77,"04:06:14",-0.016,-0.637,-0.4,-0.615,-0.57,-0.585,38.4927777777778,"Day 1
14:29"
"79",78,"04:36:12",0.158,-0.661,-0.417,-0.678,-0.679,-0.322,38.9922222222222,"Day 1
14:59"
"80",79,"05:06:11",0,-0.673,-0.408,-0.718,-0.647,-0.664,39.4919444444444,"Day 1
15:29"
"81",80,"05:36:08",0.361,-0.662,-0.413,-0.678,-0.712,-0.415,39.9911111111111,"Day 1
15:59"
"82",81,"06:06:13",0.477,-0.583,-0.402,-0.708,-0.692,-0.423,40.4925,"Day 1
16:29"
"83",82,"06:36:10",0.564,-0.725,-0.429,-0.707,-0.701,-0.473,40.9916666666667,"Day 1
16:59"
"84",83,"07:06:07",0.098,-0.742,-0.437,-0.738,-0.735,-0.625,41.4908333333333,"Day 1
17:29"
"85",84,"07:36:10",0.441,-0.734,-0.42,-0.772,-0.734,-0.531,41.9916666666667,"Day 1
17:59"
"86",85,"08:06:06",0.179,-0.728,-0.415,-0.811,-0.736,-0.597,42.4905555555556,"Day 1
18:29"
"87",86,"08:36:10",0.372,-0.734,-0.407,-0.706,-0.724,-0.607,42.9916666666667,"Day 1
18:59"
"88",87,"09:06:13",0.436,-0.743,-0.424,-0.766,-0.691,-0.606,43.4925,"Day 1
19:29"
"89",88,"09:36:07",0.467,-0.709,-0.416,-0.801,-0.694,-0.761,43.9908333333333,"Day 1
19:59"
"90",89,"10:06:11",-0.119,-0.75,-0.42,-0.811,-0.754,-0.52,44.4919444444444,"Day 1
20:29"
"91",90,"10:36:09",0.287,-0.764,-0.417,-0.804,-0.728,-0.485,44.9913888888889,"Day 1
20:59"
"92",91,"11:06:09",0.385,-0.742,-0.409,-0.811,-0.816,-0.728,45.4913888888889,"Day 1
21:29"
"93",92,"11:36:06",0.569,-0.768,-0.43,-0.811,-0.754,-0.455,45.9905555555556,"Day 1
21:59"
"94",93,"12:06:09",0.131,-0.785,-0.436,-0.809,-0.783,-0.633,46.4913888888889,"Day 1
22:29"
"95",94,"12:36:10",0.122,-0.788,-0.438,-0.811,-0.779,-0.728,46.9916666666667,"Day 1
22:59"
"96",95,"13:06:07",0.074,-0.745,-0.431,-0.811,-0.818,-0.654,47.4908333333333,"Day 1
23:29"
"97",96,"13:36:10",0.51,-0.78,-0.434,-0.811,-0.801,-0.825,47.9916666666667,"Day 1
23:59"
"98",97,"14:06:05",0.213,-0.787,-0.437,-0.811,-0.796,-0.688,48.4902777777778,"Day 2
00:29"
"99",98,"14:36:06",0.543,-0.803,-0.434,-0.811,-0.837,-0.785,48.9905555555556,"Day 2
00:59"
"100",99,"15:06:03",0.258,-0.804,-0.43,-0.811,-0.763,-0.876,49.4897222222222,"Day 2
01:29"
"101",100,"15:36:04",0.378,-0.792,-0.424,-0.811,-0.818,-0.88,49.99,"Day 2
01:59"
"102",101,"16:06:09",0.481,-0.812,-0.432,-0.811,-0.822,-0.841,50.4913888888889,"Day 2
02:29"
"103",102,"16:36:04",0.394,-0.799,-0.438,-0.811,-0.815,-0.969,50.99,"Day 2
02:59"
"104",103,"17:06:07",0.337,-0.804,-0.441,-0.811,-0.866,-0.938,51.4908333333333,"Day 2
03:29"
"105",104,"17:36:01",0.349,-0.815,-0.434,-0.811,-0.83,-0.949,51.9891666666667,"Day 2
03:59"
"106",105,"18:06:02",0.34,-0.809,-0.434,-0.811,-0.945,-0.942,52.4894444444444,"Day 2
04:29"
"107",106,"18:36:04",0.206,-0.808,-0.431,-0.811,-0.819,-0.751,52.99,"Day 2
04:59"
"108",107,"19:06:05",0.488,-0.832,-0.459,-0.811,-0.866,-0.741,53.4902777777778,"Day 2
05:29"
"109",108,"19:36:00",0.229,-0.819,-0.442,-0.811,-0.852,-0.877,53.9888888888889,"Day 2
05:59"
"110",109,"20:06:01",0.331,-0.829,-0.44,-0.811,-0.925,-0.826,54.4891666666667,"Day 2
06:29"
"111",110,"20:36:02",0.504,-0.83,-0.454,-0.811,-0.952,-0.054,54.9894444444444,"Day 2
06:59"
"112",111,"21:06:04",0.214,-0.829,-0.434,-0.811,-0.876,-0.999,55.49,"Day 2
07:29"
"113",112,"21:36:01",0.353,-0.803,-0.436,-0.811,-0.914,-0.955,55.9891666666667,"Day 2
07:59"
"114",113,"22:06:02",0.467,-0.807,-0.438,-0.811,-0.848,-0.013,56.4894444444444,"Day 2
08:29"
"115",114,"22:35:58",0.391,-0.83,-0.441,-0.811,-0.941,-0.091,56.9883333333333,"Day 2
08:59"
"116",115,"23:06:06",0.389,-0.818,-0.439,-0.811,-0.894,-0.049,57.4905555555556,"Day 2
09:29"
"117",116,"23:36:01",0.306,-0.833,-0.447,-0.811,-0.975,-0.054,57.9891666666667,"Day 2
09:59"
"118",117,"00:06:02",0.102,-0.827,-0.445,-0.811,-0.862,-0.174,58.4894444444444,"Day 2
10:29"
"119",118,"00:36:00",0.212,-0.836,-0.438,-0.811,-0.051,-0.079,58.9888888888889,"Day 2
10:59"
"120",119,"01:06:03",0.219,-0.837,-0.454,-0.811,-0.03,-0.035,59.4897222222222,"Day 2
11:29"
"121",120,"01:35:57",0.091,-0.833,-0.442,-0.811,-0.986,-0.109,59.9880555555556,"Day 2
11:59"
"122",121,"02:06:00",0.293,-0.832,-0.444,-0.811,-0.94,-0.131,60.4888888888889,"Day 2
12:29"
"123",122,"02:36:01",0.199,-0.827,-0.44,-0.811,-0.014,-0.084,60.9891666666667,"Day 2
12:59"
"124",123,"03:05:58",0.391,-0.827,-0.447,-0.811,-0.093,-0.12,61.4883333333333,"Day 2
13:29"
"125",124,"03:35:55",0.213,-0.837,-0.44,-0.811,-0.029,-0.093,61.9875,"Day 2
13:59"
"126",125,"04:05:58",0.227,-0.844,-0.449,-0.811,-0.086,-0.095,62.4883333333333,"Day 2
14:29"
"127",126,"04:35:55",0.226,-0.837,-0.441,-0.811,-0.126,-0.175,62.9875,"Day 2
14:59"
"128",127,"05:05:57",0.158,-0.847,-0.442,-0.811,-0.978,-0.124,63.4880555555556,"Day 2
15:29"
"129",128,"05:36:02",0.122,-0.872,-0.459,-0.811,-0.11,-0.087,63.9894444444444,"Day 2
15:59"
"130",129,"06:05:56",0.273,-0.859,-0.446,-0.811,-0.039,-0.145,64.4877777777778,"Day 2
16:29"
"131",130,"06:35:54",0.187,-0.873,-0.461,-0.811,-0.086,-0.146,64.9872222222222,"Day 2
16:59"
"132",131,"07:05:55",0.224,-0.865,-0.454,-0.811,-0.992,-0.128,65.4875,"Day 2
17:29"
"133",132,"07:35:53",0.222,-0.875,-0.453,-0.811,-0.01,-0.274,65.9869444444444,"Day 2
17:59"
"134",133,"08:06:01",0.185,-0.881,-0.46,-0.811,-0.126,-0.192,66.4891666666667,"Day 2
18:29"
"135",134,"08:35:57",0.118,-0.875,-0.461,-0.811,-0.124,-0.226,66.9880555555556,"Day 2
18:59"
"136",135,"09:06:00",0.083,-0.872,-0.461,-0.811,-0.073,-0.206,67.4888888888889,"Day 2
19:29"
"137",136,"09:35:57",0.134,-0.88,-0.459,-0.811,-0.126,-0.182,67.9880555555556,"Day 2
19:59"
"138",137,"10:05:56",0.11,-0.874,-0.458,-0.811,-0.126,-0.224,68.4877777777778,"Day 2
20:29"
"139",138,"10:35:54",0.208,-0.875,-0.455,-0.811,-0.086,-0.279,68.9872222222222,"Day 2
20:59"
"140",139,"11:05:57",0.182,-0.887,-0.475,-0.811,-0.126,-0.284,69.4880555555556,"Day 2
21:29"
"141",140,"11:35:51",-0.039,-0.898,-0.469,-0.811,-0.017,-0.231,69.9863888888889,"Day 2
21:59"
"142",141,"12:05:54",0.023,-0.889,-0.467,-0.811,-0.126,-0.311,70.4872222222222,"Day 2
22:29"
"143",142,"12:35:51",0.057,-0.894,-0.462,-0.811,-0.126,-0.297,70.9863888888889,"Day 2
22:59"
"144",143,"13:05:55",0.115,-0.898,-0.463,-0.811,-0.119,-0.299,71.4875,"Day 2
23:29"
"145",144,"13:35:58",0.095,-0.889,-0.465,-0.811,-0.126,-0.279,71.9883333333333,"Day 2
23:59"
"146",145,"14:05:54",-0.055,-0.89,-0.473,-0.811,-0.064,-0.279,72.4872222222222,"Day 3
00:29"
"147",146,"14:35:51",0.055,-0.902,-0.465,-0.811,-0.126,-0.29,72.9863888888889,"Day 3
00:59"
"148",147,"15:05:50",0.004,-0.889,-0.461,-0.811,-0.126,-0.345,73.4861111111111,"Day 3
01:29"
"149",148,"15:35:53",0.047,-0.894,-0.46,-0.811,-0.126,-0.251,73.9869444444444,"Day 3
01:59"
"150",149,"16:05:54",0.086,-0.894,-0.463,-0.811,-0.126,-0.28,74.4872222222222,"Day 3
02:29"
"151",150,"16:35:51",-0.08,-0.899,-0.463,-0.811,-0.126,-0.396,74.9863888888889,"Day 3
02:59"
"152",151,"17:05:52",-0.069,-0.948,-0.514,-0.811,-0.126,-0.421,75.4866666666667,"Day 3
03:29"
"153",152,"17:35:53",0.033,-0.891,-0.459,-0.811,-0.126,-0.421,75.9869444444444,"Day 3
03:59"
"154",153,"18:05:56",0.025,-0.898,-0.469,-0.811,-0.126,-0.421,76.4877777777778,"Day 3
04:29"
"155",154,"18:35:48",-0.068,-0.908,-0.484,-0.811,-0.126,-0.421,76.9855555555555,"Day 3
04:59"
"156",155,"19:05:52",-0.093,-0.903,-0.468,-0.811,-0.126,-0.414,77.4866666666667,"Day 3
05:29"
"157",156,"19:35:52",-0.032,-0.909,-0.467,-0.811,-0.126,-0.421,77.9866666666667,"Day 3
05:59"
"158",157,"20:05:53",-0.17,-0.908,-0.474,-0.811,-0.126,-0.369,78.4869444444444,"Day 3
06:29"
"159",158,"20:35:50",0.032,-0.908,-0.477,-0.811,-0.126,-0.412,78.9861111111111,"Day 3
06:59"
"160",159,"21:05:50",-0.048,-0.905,-0.468,-0.811,-0.126,-0.421,79.4861111111111,"Day 3
07:29"
"161",160,"21:35:53",-0.035,-0.904,-0.465,-0.811,-0.126,-0.421,79.9869444444444,"Day 3
07:59"
"162",161,"22:05:53",-0.096,-0.906,-0.475,-0.811,-0.126,-0.4,80.4869444444444,"Day 3
08:29"
"163",162,"22:35:48",-0.128,-0.918,-0.476,-0.811,-0.126,-0.421,80.9855555555555,"Day 3
08:59"
"164",163,"23:05:52",-0.114,-0.912,-0.474,-0.811,-0.126,-0.421,81.4866666666667,"Day 3
09:29"
"165",164,"23:35:49",-0.103,-0.91,-0.465,-0.811,-0.126,-0.421,81.9858333333333,"Day 3
09:59"
"166",165,"00:05:48",-0.137,-0.913,-0.469,-0.811,-0.126,-0.421,82.4855555555555,"Day 3
10:29"
"167",166,"00:35:49",-0.089,-0.905,-0.467,-0.811,-0.126,-0.421,82.9858333333333,"Day 3
10:59"
"168",167,"01:05:50",-0.185,-0.901,-0.456,-0.811,-0.126,-0.421,83.4861111111111,"Day 3
11:29"
"169",168,"01:35:46",-0.178,-0.902,-0.465,-0.811,-0.126,-0.421,83.985,"Day 3
11:59"
"170",169,"02:05:49",-0.218,-0.904,-0.467,-0.811,-0.126,-0.421,84.4858333333333,"Day 3
12:29"
"171",170,"02:35:45",-0.215,-0.903,-0.465,-0.811,-0.126,-0.421,84.9847222222222,"Day 3
12:59"
"172",171,"03:05:46",-0.218,-0.905,-0.463,-0.811,-0.126,-0.421,85.485,"Day 3
13:29"
"173",172,"03:35:47",-0.192,-0.909,-0.463,-0.811,-0.126,-0.421,85.9852777777778,"Day 3
13:59"
"174",173,"04:05:43",-0.244,-0.916,-0.468,-0.811,-0.126,-0.421,86.4841666666667,"Day 3
14:29"
"175",174,"04:35:44",-0.164,-0.905,-0.463,-0.811,-0.126,-0.421,86.9844444444444,"Day 3
14:59"
"176",175,"05:05:47",-0.279,-0.91,-0.465,-0.811,-0.126,-0.421,87.4852777777778,"Day 3
15:29"
"177",176,"05:35:42",-0.098,-0.909,-0.468,-0.811,-0.126,-0.421,87.9838888888889,"Day 3
15:59"
"178",177,"06:05:45",-0.19,-0.948,-0.533,-0.811,-0.126,-0.421,88.4847222222222,"Day 3
16:29"
"179",178,"06:35:47",-0.275,-0.913,-0.47,-0.811,-0.126,-0.421,88.9852777777778,"Day 3
16:59"
"180",179,"07:05:42",-0.228,-0.913,-0.474,-0.811,-0.126,-0.421,89.4838888888889,"Day 3
17:29"
"181",180,"07:35:45",-0.139,-0.909,-0.47,-0.811,-0.126,-0.421,89.9847222222222,"Day 3
17:59"
"182",181,"08:05:39",-0.349,-0.948,-0.521,-0.811,-0.126,-0.421,90.4830555555556,"Day 3
18:28"
"183",182,"08:35:43",-0.318,-0.92,-0.475,-0.811,-0.126,-0.421,90.9841666666667,"Day 3
18:59"
"184",183,"09:05:47",-0.149,-0.906,-0.461,-0.811,-0.126,-0.421,91.4852777777778,"Day 3
19:29"
"185",184,"09:35:44",-0.301,-0.914,-0.471,-0.811,-0.126,-0.421,91.9844444444444,"Day 3
19:59"
"186",185,"10:05:47",-0.27,-0.918,-0.473,-0.811,-0.126,-0.421,92.4852777777778,"Day 3
20:29"
"187",186,"10:35:44",-0.327,-0.921,-0.475,-0.811,-0.126,-0.421,92.9844444444444,"Day 3
20:59"
"188",187,"11:05:41",-0.332,-0.928,-0.478,-0.811,-0.126,-0.421,93.4836111111111,"Day 3
21:29"
"189",188,"11:35:42",-0.293,-0.932,-0.487,-0.811,-0.126,-0.421,93.9838888888889,"Day 3
21:59"
"190",189,"12:05:39",-0.331,-0.92,-0.474,-0.811,-0.126,-0.421,94.4830555555556,"Day 3
22:28"
"191",190,"12:35:42",-0.255,-0.921,-0.474,-0.811,-0.126,-0.421,94.9838888888889,"Day 3
22:59"
"192",191,"13:05:42",-0.346,-0.931,-0.485,-0.811,-0.126,-0.421,95.4838888888889,"Day 3
23:29"
"193",192,"13:35:42",-0.282,-0.928,-0.481,-0.811,-0.126,-0.421,95.9838888888889,"Day 3
23:59"
"194",193,"14:05:39",-0.353,-0.933,-0.485,-0.811,-0.126,-0.421,96.4830555555556,"Day 4
00:28"
"195",194,"14:35:38",-0.333,-0.932,-0.49,-0.811,-0.126,-0.421,96.9827777777778,"Day 4
00:58"
"196",195,"15:05:43",-0.267,-0.93,-0.477,-0.811,-0.126,-0.421,97.4841666666667,"Day 4
01:29"
"197",196,"15:35:40",-0.356,-0.938,-0.488,-0.811,-0.126,-0.421,97.9833333333333,"Day 4
01:59"
"198",197,"16:05:37",-0.303,-0.927,-0.476,-0.811,-0.126,-0.421,98.4825,"Day 4
02:28"
"199",198,"16:35:43",-0.336,-0.923,-0.478,-0.811,-0.126,-0.421,98.9841666666667,"Day 4
02:59"
"200",199,"17:05:40",-0.35,-0.934,-0.483,-0.811,-0.126,-0.421,99.4833333333333,"Day 4
03:29"
"201",200,"17:35:37",-0.354,-0.932,-0.482,-0.811,-0.126,-0.421,99.9825,"Day 4
03:58"
"202",201,"18:05:35",-0.347,-0.919,-0.475,-0.811,-0.126,-0.421,100.481944444444,"Day 4
04:28"
"203",202,"18:35:41",-0.356,-0.934,-0.485,-0.811,-0.126,-0.421,100.983611111111,"Day 4
04:59"
"204",203,"19:05:39",-0.336,-0.93,-0.483,-0.811,-0.126,-0.421,101.483055555556,"Day 4
05:28"
"205",204,"19:35:40",-0.361,-0.942,-0.487,-0.811,-0.126,-0.421,101.983333333333,"Day 4
05:59"
"206",205,"20:05:37",-0.356,-0.928,-0.477,-0.811,-0.126,-0.421,102.4825,"Day 4
06:28"
"207",206,"20:35:34",-0.346,-0.933,-0.484,-0.811,-0.126,-0.421,102.981666666667,"Day 4
06:58"
"208",207,"21:05:37",-0.362,-0.939,-0.49,-0.811,-0.126,-0.421,103.4825,"Day 4
07:28"
"209",208,"21:35:33",-0.333,-0.934,-0.485,-0.811,-0.126,-0.421,103.981388888889,"Day 4
07:58"
"210",209,"22:05:38",-0.375,-0.948,-0.492,-0.811,-0.126,-0.421,104.482777777778,"Day 4
08:28"
"211",210,"22:35:42",-0.354,-0.947,-0.491,-0.811,-0.126,-0.421,104.983888888889,"Day 4
08:59"
"212",211,"23:05:32",-0.403,-0.948,-0.52,-0.811,-0.126,-0.421,105.481111111111,"Day 4
09:28"
"213",212,"23:35:35",-0.345,-0.931,-0.487,-0.811,-0.126,-0.421,105.981944444444,"Day 4
09:58"
"214",213,"00:05:32",-0.375,-0.937,-0.484,-0.811,-0.126,-0.421,106.481111111111,"Day 4
10:28"
"215",214,"00:35:37",-0.387,-0.948,-0.49,-0.811,-0.126,-0.421,106.9825,"Day 4
10:58"
"216",215,"01:05:35",-0.358,-0.934,-0.484,-0.811,-0.126,-0.421,107.481944444444,"Day 4
11:28"
"217",216,"01:35:38",-0.396,-0.943,-0.487,-0.811,-0.126,-0.421,107.982777777778,"Day 4
11:58"
"218",217,"02:05:32",-0.38,-0.945,-0.492,-0.811,-0.126,-0.421,108.481111111111,"Day 4
12:28"
"219",218,"02:35:33",-0.364,-0.937,-0.485,-0.811,-0.126,-0.421,108.981388888889,"Day 4
12:58"
"220",219,"03:05:34",-0.378,-0.947,-0.491,-0.811,-0.126,-0.421,109.481666666667,"Day 4
13:28"
"221",220,"03:35:34",-0.386,-0.925,-0.481,-0.811,-0.126,-0.421,109.981666666667,"Day 4
13:58"
"222",221,"04:05:36",-0.383,-0.935,-0.483,-0.811,-0.126,-0.421,110.482222222222,"Day 4
14:28"
"223",222,"04:35:30",-0.4,-0.946,-0.498,-0.811,-0.126,-0.421,110.980555555556,"Day 4
14:58"
"224",223,"05:05:30",-0.397,-0.948,-0.519,-0.811,-0.126,-0.421,111.480555555556,"Day 4
15:28"
"225",224,"05:35:36",-0.394,-0.937,-0.491,-0.811,-0.126,-0.421,111.982222222222,"Day 4
15:58"
"226",225,"06:05:32",-0.368,-0.939,-0.487,-0.811,-0.126,-0.421,112.481111111111,"Day 4
16:28"
"227",226,"06:35:35",-0.389,-0.941,-0.492,-0.811,-0.126,-0.421,112.981944444444,"Day 4
16:58"
"228",227,"07:05:32",-0.407,-0.945,-0.492,-0.811,-0.126,-0.421,113.481111111111,"Day 4
17:28"
"229",228,"07:35:29",-0.408,-0.941,-0.489,-0.811,-0.126,-0.421,113.980277777778,"Day 4
17:58"
"230",229,"08:05:34",-0.386,-0.943,-0.496,-0.811,-0.126,-0.421,114.481666666667,"Day 4
18:28"
"231",230,"08:35:30",-0.397,-0.948,-0.499,-0.811,-0.126,-0.421,114.980555555556,"Day 4
18:58"
